a,b
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.898644732230675e-17,3.4486343741806194e-17
6.898644732230675e-17,3.4486343741806194e-17
1.379728946446135e-16,6.897268748361239e-17
2.75945789289227e-16,1.3794537496722477e-16
4.829051312561472e-16,2.4140440619264334e-16
8.278373678676808e-16,4.138361249016743e-16
1.4487153937684416e-15,7.242132185779301e-16
2.6214849982476564e-15,1.3104810621886354e-15
4.553105523272246e-15,2.276098686959209e-15
8.002427889387583e-15,4.0004158740495184e-15
1.3866275911783657e-14,6.931755092103045e-15
2.3938297220840437e-14,1.1966761278406748e-14
4.1115922604094814e-14,2.055386087011649e-14
7.029718982143058e-14,3.514158427290051e-14
1.196224996568799e-13,5.979932004829194e-14
2.0254420933829262e-13,1.0125190522594299e-13
3.413449413507738e-13,1.7063842883445706e-13
5.724495398805014e-13,2.861676803695078e-13
9.553243225193038e-13,4.775668881365322e-13
1.5864123426237658e-12,7.930479606865752e-13
2.621553984694979e-12,1.3105155485323772e-12
4.310825120276303e-12,2.154982647737985e-12
7.053933225153187e-12,3.5262631339434252e-12
1.1486174492716748e-11,5.741941746666989e-12
1.8611784636637814e-11,9.304036191758152e-12
3.0010553300597206e-11,1.5002283740904272e-11
4.815405793281119e-11,2.407222663134304e-11
7.68891897953136e-11,3.8436926849148805e-11
1.2217223874991234e-10,6.10739353129891e-11
1.9317688458863318e-10,9.656917704096183e-11
3.039584950753702e-10,1.519489341933663e-10
4.759384658868567e-10,2.379217682835333e-10
7.415931329103313e-10,3.707226084367304e-10
1.1498999073273968e-9,5.748352757968592e-10
1.7743317700619662e-9,8.869889334709741e-10
2.7245272951550934e-9,1.3619919343820218e-9
4.163227512447071e-9,2.081198563520891e-9
6.330717391945045e-9,3.1647273426160747e-9
9.579893655603908e-9,4.788991438761594e-9
1.4426289471764707e-8,7.2117060227452484e-9
2.161902225616077e-8,1.0807355094029344e-8
3.2240828780599924e-8,1.611719905873403e-8
4.7848290544100586e-8,2.3919373430730422e-8
7.066723733304071e-8,3.532657112439852e-8
1.0386343458748622e-7,5.192135914252909e-8
1.5191532800694574e-7,7.594251370591652e-8
2.2112425227572072e-7,1.1054007373365037e-7
3.2030859497848523e-7,1.6012235357293445e-7
4.617425110558832e-7,2.308252066102406e-7
6.62417588758946e-7,3.3114273242438314e-7
9.457281341268694e-7,4.727697509544061e-7
1.3437083353846597e-6,6.717201615892124e-7
1.8999834368636052e-6,9.498022358114623e-7
2.6736381990830265e-6,1.3365524614424776e-6
3.744255388777719e-6,1.8717542851745874e-6
5.218435842633016e-6,2.608697494202063e-6
7.238180707993345e-6,3.618368500626566e-6
9.991596536448583e-6,4.994801820646709e-6
1.3726475435282185e-5,6.861868795953119e-6
1.8767405504262918e-5,9.381831105725001e-6
2.5537180725692942e-5,1.2766043576476587e-5
3.4583402978957154e-5,1.728825253635109e-5
4.661129959910779e-5,2.3301001321565012e-5
6.252391434705038e-5,3.1255721753313336e-5
8.347096287883223e-5,4.1727157000127995e-5
0.00011090776924607718,5.544282395044266e-5
0.0001466658093102341,7.331827788452356e-5
0.00019303647003575557,9.64989837678648e-5
0.00025286967835723824,0.00012640962084864313
0.00032968904582417993,0.00016481164349688653
0.00042782510007496725,0.00021386988365448432
0.0005525680147768591,0.0002762289005736412
0.0007103409888320757,0.00035509965312906266
0.0009088950464580285,0.00045435688043093725
0.0011575255165390491,0.0005786473199116268
0.0014673097892364806,0.0007335085619195856
0.0018513651309391762,0.0009254979314830961
0.0023251243613990054,0.0011623302993851359
0.00290662606251283,0.0014530231576122615
0.0036168147085468613,0.001808046654535231
0.004479844704592277,0.0022394755838154906
0.005523380826950916,0.0027611395746355385
0.0067788860213337625,0.003388766962096463
0.008281885989913307,0.004140117054357235
0.010072198555995289,0.005035094792096373
0.01219411451563111,0.006095841156282078
0.014696515657589037,0.0073467921663878675
0.01763291495086662,0.008814698970140946
0.021061403657767343,0.010528601405334872
0.025044490422329604,0.012519747560091516
0.029648818291208065,0.014821452311522845
0.03494474721427373,0.01746888861766758
0.04100579189100279,0.020498806496748376
0.047907907894275986,0.02394917616026538
0.05572862280066812,0.027858753664792082
0.06454601353339035,0.03226656968543461
0.07443753618836481,0.03721134454556878
0.08547872013199773,0.042730835395962424
0.097741743957912,0.04886112433515952
0.11129391676036027,0.055635859197647
0.12619609388595354,0.06308546158771404
0.14250106160414633,0.07123631937578906
0.16025192972279145,0.08010998316651917
0.17948057480396218,0.08972238806193727
0.20020617906103413,0.10008312325571658
0.2224339110271526,0.11119477249897931
0.24615379351056976,0.12305234819086262
0.2713398020864293,0.13564284071431684
0.29794923337943324,0.14894490264043928
0.3259223767069353,0.16292868458276746
0.35518251539746665,0.1775558358564105
0.3856362754755286,0.19277967878567154
0.4171743296846451,0.2085455606453629
0.44967245434667197,0.22479138198506157
0.4829929257169837,0.24144829466744605
0.51698623171654,0.25844155756362125
0.5514930646404099,0.2756915327086504
0.5863465510876663,0.2931148000441146
0.6213746673288167,0.31062536486094716
0.6564027819727463,0.3281359288793286
0.6912562633947611,0.3455591937026731
0.7257630871355247,0.36280916425706494
0.7597563784778135,0.37980241982606816
0.7930768276536113,0.39645932141340917
0.8255749195277466,0.4127051263624319
0.8571129259506255,0.4284709843337701
0.8875666169917432,0.44369479275144397
0.9168266566087123,0.45832189449818633
0.9447996585733041,0.4723056057731573
0.9714088892365124,0.4856075674043905
0.9965946145305625,0.4981979183151913
1.020314099051922,0.5100552950657339
1.0425412747543368,0.5211666662326201
1.063266105363773,0.5315270146797365
1.0824936798321856,0.5411388843755461
1.1002430737731206,0.5500118112244388
1.1165460217481373,0.5581616593423518
1.1314454454589367,0.565609885299616
1.1449938833831175,0.5723827530954438
1.1572518662793454,0.5785105220725224
1.168286280447988,0.5840266287105609
1.1781687568808485,0.5889668813618048
1.186974119717033,0.5933686846337033
1.1947789220087268,0.597270307417823
1.2016600909634971,0.6007102056461077
1.2076936988338762,0.6037264078582468
1.2129538697168882,0.6063559687104627
1.217511826925047,0.6086344927560134
1.221435080481291,0.6105957282736911
1.2247867498207266,0.6122712286862376
1.2276250130597546,0.6136900772498338
1.2300026712870111,0.6148786692430207
1.2319668142725921,0.6158605448546511
1.2335585727810483,0.6166562653650884
1.234812942279547,0.6172833250178686
1.2357586632012327,0.6177560911633218
1.2364181439818887,0.6180857657845782
1.2368074147474741,0.6182803623459564
1.2369361016923943,0.6183446929846523
1.2368074147474741,0.6182803623459564
1.2364181439818887,0.6180857657845782
1.2357586632012327,0.6177560911633218
1.234812942279547,0.6172833250178686
1.2335585727810483,0.6166562653650884
1.2319668142725921,0.6158605448546511
1.2300026712870111,0.6148786692430207
1.2276250130597544,0.6136900772498337
1.2247867498207266,0.6122712286862376
1.2214350804812908,0.610595728273691
1.217511826925047,0.6086344927560134
1.212953869716888,0.6063559687104626
1.207693698833876,0.6037264078582467
1.2016600909634976,0.6007102056461079
1.1947789220087266,0.5972703074178229
1.1869741197170334,0.5933686846337035
1.1781687568808483,0.5889668813618046
1.1682862804479879,0.5840266287105608
1.1572518662793456,0.5785105220725225
1.1449938833831175,0.5723827530954438
1.131445445458937,0.5656098852996162
1.1165460217481369,0.5581616593423516
1.1002430737731204,0.5500118112244387
1.082493679832186,0.5411388843755464
1.0632661053637726,0.5315270146797363
1.0425412747543374,0.5211666662326204
1.0203140990519217,0.5100552950657338
0.9965946145305622,0.4981979183151911
0.971408889236513,0.4856075674043908
0.9447996585733036,0.47230560577315706
0.9168266566087131,0.4583218944981867
0.8875666169917428,0.44369479275144375
0.8571129259506252,0.42847098433376996
0.8255749195277474,0.4127051263624323
0.7930768276536109,0.39645932141340895
0.7597563784778142,0.3798024198260685
0.7257630871355243,0.3628091642570647
0.6912562633947607,0.34555919370267285
0.6564027819727472,0.328135928879329
0.6213746673288162,0.3106253648609469
0.586346551087667,0.29311480004411494
0.5514930646404094,0.2756915327086501
0.5169862317165395,0.25844155756362097
0.4829929257169844,0.24144829466744638
0.44967245434667164,0.2247913819850614
0.4171743296846458,0.20854556064536325
0.3856362754755281,0.1927796787856713
0.3551825153974662,0.17755583585641027
0.3259223767069359,0.16292868458276777
0.2979492333794328,0.14894490264043905
0.27133980208642977,0.13564284071431706
0.24615379351056943,0.12305234819086246
0.22243391102715218,0.1111947724989791
0.20020617906103463,0.10008312325571683
0.17948057480396185,0.08972238806193711
0.16025192972279187,0.08010998316651938
0.14250106160414608,0.07123631937578893
0.12619609388595335,0.06308546158771394
0.11129391676036056,0.055635859197647144
0.0977417439579118,0.04886112433515941
0.08547872013199799,0.042730835395962556
0.07443753618836509,0.03721134454556892
0.06454601353339022,0.032266569685434544
0.05572862280066832,0.027858753664792183
0.04790790789427592,0.023949176160265345
0.04100579189100293,0.020498806496748446
0.034944747214273805,0.017468888617667617
0.029648818291208,0.014821452311522812
0.025044490422329674,0.01251974756009155
0.021061403657767274,0.010528601405334837
0.01763291495086669,0.00881469897014098
0.014696515657589037,0.0073467921663878675
0.01219411451563111,0.006095841156282078
0.010072198555995289,0.005035094792096373
0.008281885989913376,0.00414011705435727
0.006778886021333832,0.0033887669620964976
0.005523380826950916,0.0027611395746355385
0.004479844704592277,0.0022394755838154906
0.0036168147085468613,0.001808046654535231
0.00290662606251283,0.0014530231576122615
0.0023251243613990743,0.0011623302993851703
0.0018513651309391762,0.0009254979314830961
0.0014673097892364806,0.0007335085619195856
0.0011575255165390491,0.0005786473199116268
0.0009088950464580285,0.00045435688043093725
0.0007103409888320757,0.00035509965312906266
0.0005525680147768591,0.0002762289005736412
0.00042782510007496725,0.00021386988365448432
0.00032968904582417993,0.00016481164349688653
0.00025286967835723824,0.00012640962084864313
0.00019303647003575557,9.64989837678648e-5
0.0001466658093102341,7.331827788452356e-5
0.00011090776924607718,5.544282395044266e-5
8.347096287883223e-5,4.1727157000127995e-5
6.252391434705038e-5,3.1255721753313336e-5
4.661129959910779e-5,2.3301001321565012e-5
3.4583402978957154e-5,1.728825253635109e-5
2.5537180725692942e-5,1.2766043576476587e-5
1.8767405504262918e-5,9.381831105725001e-6
1.3726475435282185e-5,6.861868795953119e-6
9.991596536448583e-6,4.994801820646709e-6
7.238180707993345e-6,3.618368500626566e-6
5.218435842633016e-6,2.608697494202063e-6
3.744255388777719e-6,1.8717542851745874e-6
2.6736381990830265e-6,1.3365524614424776e-6
1.8999834368636052e-6,9.498022358114623e-7
1.3437083353846597e-6,6.717201615892124e-7
9.457281341268694e-7,4.727697509544061e-7
6.62417588758946e-7,3.3114273242438314e-7
4.617425110558832e-7,2.308252066102406e-7
3.2030859497848523e-7,1.6012235357293445e-7
2.2112425227572072e-7,1.1054007373365037e-7
1.5191532800694574e-7,7.594251370591652e-8
1.0386343458748622e-7,5.192135914252909e-8
7.066723733304071e-8,3.532657112439852e-8
4.7848290544100586e-8,2.3919373430730422e-8
3.2240828780599924e-8,1.611719905873403e-8
2.161902225616077e-8,1.0807355094029344e-8
1.4426289471764707e-8,7.2117060227452484e-9
9.579893655603908e-9,4.788991438761594e-9
6.330717391945045e-9,3.1647273426160747e-9
4.163227512447071e-9,2.081198563520891e-9
2.7245272951550934e-9,1.3619919343820218e-9
1.7743317700619662e-9,8.869889334709741e-10
1.1498999073273968e-9,5.748352757968592e-10
7.415931329103313e-10,3.707226084367304e-10
4.759384658868567e-10,2.379217682835333e-10
3.039584950753702e-10,1.519489341933663e-10
1.9317688458863318e-10,9.656917704096183e-11
1.2217223874991234e-10,6.10739353129891e-11
7.68891897953136e-11,3.8436926849148805e-11
4.815405793281119e-11,2.407222663134304e-11
3.0010553300597206e-11,1.5002283740904272e-11
1.8611784636637814e-11,9.304036191758152e-12
1.1486174492716748e-11,5.741941746666989e-12
7.053933225153187e-12,3.5262631339434252e-12
4.310825120276303e-12,2.154982647737985e-12
2.621553984694979e-12,1.3105155485323772e-12
1.5864123426237658e-12,7.930479606865752e-13
9.553243225193038e-13,4.775668881365322e-13
5.724495398805014e-13,2.861676803695078e-13
3.413449413507738e-13,1.7063842883445706e-13
2.0254420933829262e-13,1.0125190522594299e-13
1.196224996568799e-13,5.979932004829194e-14
7.029718982143058e-14,3.514158427290051e-14
4.1115922604094814e-14,2.055386087011649e-14
2.3938297220840437e-14,1.1966761278406748e-14
1.3866275911783657e-14,6.931755092103045e-15
8.002427889387583e-15,4.0004158740495184e-15
